Time (s),Altitude (m),Radius (m),Radial Velocity (m/s),True Anomoly (rad),Angular Velocity (rad/s)
0.0,409000.0,6787100.0,0.0,0.0,0.001129110920953563
2000.0,408709.1854244247,6786809.185424425,-0.15619488719889896,2.2582994379165324,0.0011292075205760412
4000.0,408783.53189729154,6786883.531897292,0.1949472769351152,4.516732291257082,0.0011291826129433613
6000.0,408973.38008953165,6787073.380089532,-0.09451907290690126,6.77499896649819,0.0011291192758188851
8000.0,408651.50354656763,6786751.503546568,-0.07823967237355199,9.033346432263306,0.0011292262127333406
10000.0,408863.58998923004,6786963.58998923,0.19050118561107074,11.291760810551018,0.0011291554712673589
12000.0,408909.6335745556,6787009.633574556,-0.1668071925567729,13.550012800259951,0.001129139983901224
14000.0,408632.62263712194,6786732.622637122,0.01798894304501349,15.808407259709005,0.0011292319930929922
16000.0,408931.56775615644,6787031.567756156,0.14067257144607673,18.06678652481413,0.0011291323500607874
18000.0,408822.52794740256,6786922.527947403,-0.19982344335460187,20.32504591992252,0.001129168465074593
20000.0,408655.38401612453,6786755.3840161245,0.10965881024081182,22.58347595365505,0.001129223915875052
22000.0,408969.9976109825,6787069.9976109825,0.057345524136158975,24.84181256401409,0.0011291190608405382
24000.0,408731.2318788823,6786831.231878882,-0.1857251480715688,27.10010039511263,0.001129198341587292
26000.0,408713.127750407,6786813.127750407,0.17509683258823103,29.35854683528415,0.0011292041977398264
28000.0,408968.22549002245,6787068.225490022,-0.03984576500133575,31.616844029827856,0.001129119147940121
30000.0,408655.9501322331,6786755.950132233,-0.1277953615124493,33.875175364468085,0.001129222889992573
32000.0,408790.6517202016,6786890.651720202,0.19874288381620642,36.133615878730886,0.001129177898149984
34000.0,408925.32870075107,6787025.328700751,-0.1277532937906293,38.39188697330983,0.001129132918341441
36000.0,408613.20452116895,6786713.204521169,-0.039822233259897324,40.65026719886756,0.0011292366116637084
38000.0,408868.1176184667,6786968.117618467,0.17493692163387284,42.90868155728386,0.0011291516187929124
40000.0,408850.01007064525,6786950.010070645,-0.18549653945177774,45.166946806442766,0.001129157476950759
42000.0,408611.52238455135,6786711.522384551,0.05728510773257079,47.42537048876141,0.0011292366683157877
44000.0,408925.6988416808,6787025.698841681,0.10948831927124261,49.6837454600433,0.0011291319565812118
46000.0,408758.82187558804,6786858.821875588,-0.19951835294755213,51.94202714231872,0.001129187316900751
48000.0,408649.94230061583,6786749.942300616,0.14046001194896335,54.20047920441874,0.0011292233799138035
50000.0,408948.3981504794,6787048.398150479,0.017927478723689143,56.458811576139304,0.0011291239009732794
52000.0,408671.8656018721,6786771.865601872,-0.16650978086037127,58.71712878991959,0.0011292157496233064
54000.0,408717.8297000546,6786817.829700055,0.190063310313114,60.97558821150844,0.0011292002859718926
56000.0,408929.336354156,6787029.336354156,-0.0780476125936742,63.233885619846056,0.001129129740486551
58000.0,408608.3795693256,6786708.379569326,-0.09424787727917339,65.49224975881906,0.0011292363728394397
60000.0,408797.67170078587,6786897.671700786,0.19434102012937524,67.75069445450647,0.0011291732148117886
62000.0,408871.74517601356,6786971.745176014,-0.1557069116722801,70.0089734833617,0.0011291484000885534
64000.0,408581.8733625747,6786681.873362575,4.8593679121402764e-05,72.26738551998379,0.001129244690165282
66000.0,408869.1141464589,6786969.114146459,0.15235704934167074,74.52579767745668,0.001129148939478313
68000.0,408787.7945341356,6786887.794534136,-0.19668437717114362,76.78407998618708,0.0011291758311305735
70000.0,408597.24312930554,6786697.243129306,0.09401413521204038,79.04253025649965,0.00112923907188285
72000.0,408913.8136660559,6787013.813666056,0.07399945117345046,81.30090045252038,0.0011291335631153194
74000.0,408695.93189968634,6786795.931899686,-0.19125034313447095,83.55920764191416,0.0011292058958520868
76000.0,408649.3556729201,6786749.35567292,0.16541721700144552,85.81767815913342,0.0011292212265182097
78000.0,408919.69882913027,6787019.69882913,-0.022047526835135126,88.07600767802994,0.0011291311016961966
80000.0,408616.59762257803,6786716.597622578,-0.14070037181169895,90.33435613472282,0.0011292317924618488
82000.0,408724.3967340104,6786824.39673401,0.19730255198449143,92.59282480267264,0.0011291957517983392
84000.0,408883.9865583228,6786983.986558323,-0.11305656646869883,94.85112527725832,0.0011291424810962012
86000.0,408567.06246052496,6786667.062460525,-0.05705357330360983,97.10952234397534,0.001129247773091301
88000.0,408803.1815419942,6786903.181541994,0.18213563311015177,99.36796824796721,0.0011291690322006091
90000.0,408813.7192661036,6786913.719266104,-0.17744016732631132,101.626258895544,0.001129165358563088
92000.0,408557.68653371185,6786657.686533712,0.039822170586880014,103.8847010778492,0.0011292503894332106
94000.0,408865.573558555,6786965.573558555,0.12357583083478808,106.14310942494826,0.0011291477680531604
96000.0,408724.175872962,6786824.175872962,-0.1999696162398575,108.40141248316299,0.00112919465088174
98000.0,408589.19684175216,6786689.196841752,0.12700590960189725,110.6598863167886,0.0011292393994498057
100000.0,408895.3109632218,6786995.310963222,0.03546504140901306,112.9182519493509,0.0011291373697395475
102000.0,408635.1075665485,6786735.1075665485,-0.17534431757005534,115.17658745758968,0.0011292237860887127
104000.0,408652.68823792785,6786752.688237928,0.18377744574678734,117.43507270496137,0.0011292177671346662
106000.0,408883.950331551,6786983.950331551,-0.06125337638865809,119.69340130640713,0.0011291406462143455
108000.0,408566.23427152075,6786666.234271521,-0.10931532626784386,121.95178230565674,0.0011292462016765092
110000.0,408731.66177465394,6786831.661774654,0.19664983168268416,124.21025671589791,0.0011291909835823605
112000.0,408832.74303445034,6786932.74303445,-0.14362605174667217,126.4685634840745,0.0011291571812369265
114000.0,408532.4324506931,6786632.432450693,-0.017617742149507544,128.72699294188934,0.0011292569463350335
116000.0,408805.9769934863,6786905.976993486,0.1626950653251598,130.98543757629375,0.0011291657510182432
118000.0,408752.45535040647,6786852.4553504065,-0.19221290194624077,133.24374354174682,0.0011291833931014207
120000.0,408540.2161066886,6786640.216106689,0.07800157651902483,135.50221366236863,0.0011292538518153622
122000.0,408856.54080780596,6786956.540807806,0.08992174832260649,137.7606173829966,0.001129148422292946
124000.0,408660.6791090416,6786760.679109042,-0.19544425783895822,140.01894452004635,0.0011292134287572034
126000.0,408586.39788329136,6786686.397883291,0.15485452667407715,142.2774385521761,0.0011292379790089494
128000.0,408869.954637778,6786969.954637778,-0.00447832271758351,144.53580060112884,0.0011291434550475452
130000.0,408577.63125990704,6786677.631259907,-0.15252948709354996,146.7941666043803,0.001129240560804937
132000.0,408658.5425376147,6786758.542537615,0.19473254745097032,149.05266288370422,0.0011292134668076667
134000.0,408841.50624516234,6786941.506245162,-0.09798268051353384,151.31099315388008,0.001129152416964885
136000.0,408521.8174678292,6786621.817467829,-0.07364115889671803,153.56940715770412,0.0011292586304281946
138000.0,408738.0349212913,6786838.034921291,0.18809493043757197,155.8278841421872,0.001129186510375918
140000.0,408776.6276865415,6786876.6276865415,-0.16845948471177155,158.08620077460972,0.0011291735009825038
142000.0,408504.87700075377,6786604.877000754,0.022467580667222598,160.34466126858499,0.0011292637635372809
144000.0,408804.65428447817,6786904.654284478,0.13658725871223937,162.6031027550042,0.0011291638383520153
146000.0,408689.1875546258,6786789.187554626,-0.19915277794440367,164.86142784234718,0.0011292020931043336
148000.0,408529.4524424933,6786629.452442493,0.11293355407037844,167.1199229892694,0.0011292550804799075
150000.0,408841.02329543047,6786941.0232954305,0.05245047955771106,169.37832193868655,0.001129151232481425
152000.0,408598.6453550756,6786698.645355076,-0.18278401089172452,171.63667626943194,0.0011292317184558832
154000.0,408588.17990574613,6786688.179905746,0.17623151208012958,173.8951867020269,0.0011292350323094734
156000.0,408837.1968177818,6786937.196817782,-0.04424495962752147,176.1535469097565,0.00112915200139353
158000.0,408524.9527640948,6786624.952764095,-0.12337521375637053,178.4119450182301,0.001129255737446706
160000.0,408665.6844363855,6786765.6844363855,0.19753383774663635,180.670448535805,0.0011292087362260268
162000.0,408792.63486867305,6786892.634868673,-0.13066330482209498,182.92878366697158,0.0011291663247758202
164000.0,408484.20434141345,6786584.204341413,-0.03494894861216962,185.18723042577668,0.0011292687933623714
166000.0,408742.115894245,6786842.115894245,0.17168686190514423,187.44570715588316,0.0011291827981228324
168000.0,408716.53500196803,6786816.535001968,-0.18626337820008937,189.70403755147098,0.0011291911427882128
170000.0,408484.54482520185,6786584.544825202,0.06148422122638068,191.96252701266687,0.0011292681751361932
172000.0,408798.01215159055,6786898.012151591,0.10489604211541151,194.22096416060705,0.001129163693910071
174000.0,408625.4398992434,6786725.439899243,-0.19797684595524875,196.47931196051442,0.0011292209514671074
176000.0,408524.4249217855,6786624.4249217855,0.14310804569206415,198.73782880874293,0.001129254398420592
178000.0,408818.6262445729,6786918.626244573,0.013007712976146231,200.99622371123573,0.0011291563300045982
180000.0,408539.56030246336,6786639.560302463,-0.16294719002318284,203.25460766072683,0.0011292490255230448
182000.0,408592.9847280225,6786692.9847280225,0.19050498461441392,205.51313076915392,0.0011292310778920323
184000.0,408797.63944955356,6786897.639449554,-0.08216938650567232,207.77149147987907,0.001129162808569225
186000.0,408477.8222699007,6786577.822269901,-0.08946855482190082,210.0299224620119,0.0011292690662544783
188000.0,408672.5389109636,6786772.538910964,0.1924483269643037,212.28842992779133,0.0011292040995091366
190000.0,408738.54025069904,6786838.540250699,-0.15814608534859698,214.54677334324174,0.0011291819691138876
192000.0,408453.3874258734,6786553.387425873,0.00503917643008226,216.80525185593237,0.0011292766928667343
194000.0,408742.7424906129,6786842.742490613,0.14851992727936308,219.06372623564022,0.001129180233540018
196000.0,408653.98616734333,6786753.986167343,-0.19685185406432754,221.3220740515425,0.0011292096005450388
198000.0,408470.6829098603,6786570.68290986,0.09808155611144725,223.58058996944283,0.0011292704316811079
200000.0,408785.53406636976,6786885.53406637,0.06901148508034045,225.83902235247155,0.0011291654895652337
202000.0,408562.4842484072,6786662.484248407,-0.18901954921561578,228.09739599486997,0.001129239544946209
204000.0,408524.1903512096,6786624.19035121,0.16761394406897773,230.35593105277042,0.001129252119517435
206000.0,408789.17767622974,6786889.17767623,-0.027107266189273848,232.6143232513737,0.001129163772135329
208000.0,408484.4829676328,6786584.482967633,-0.1364774788962591,234.87273871039307,0.001129264997452033
210000.0,408599.7212053137,6786699.721205314,0.19698112917097094,237.131270759384,0.0011292264788744747
212000.0,408751.44727022946,6786851.447270229,-0.11692002319045114,239.38963487098465,0.0011291758218554212
214000.0,408437.0500359908,6786537.050035991,-0.05185192936869661,241.64809888438535,0.0011292802774680688
216000.0,408677.8027707124,6786777.802770712,0.1794532566898735,243.906607290354,0.0011291999903074701
218000.0,408679.9761813907,6786779.976181391,-0.1792417438258207,246.16496274210922,0.0011291990992522854
220000.0,408429.8144634776,6786529.814463478,0.04477173232424827,248.4234712770005,0.0011292821798527836
222000.0,408738.5810343316,6786838.581034332,0.11909002677900359,250.68194175811524,0.0011291792604023688
